,Frequency,Dimension,Robustness
0000001000000010,3.0,6.0,0.5416666666666666
0100110001011000,1.0,13.0,0.35
0000010100010000,1.0,11.0,0.2125
1111111111111101,2.0,5.0,0.625
0101100000000000,1.0,11.0,0.625
0011000101110000,1.0,12.0,0.2625
1111001001110011,1.0,11.0,0.3625
1010101010101011,2.0,6.0,0.475
0000101010111010,1.0,9.0,0.5625
1101000011010000,1.0,5.0,0.4625
0000000000110011,1.0,4.0,0.6125
1010101110100000,1.0,9.0,0.5625
1101111101110111,1.0,9.0,0.5
1100000011110100,1.0,10.0,0.5125
0101010100000000,1.0,4.0,0.675
0010010011000000,1.0,14.0,0.45
1011101111110011,1.0,8.0,0.525
0000011100000111,1.0,5.0,0.375
1111111100011101,1.0,8.0,0.625
0001001100000000,1.0,7.0,0.5875
0101111101011011,1.0,8.0,0.3625
0110111111111111,2.0,10.0,0.51875
1100000011010000,1.0,8.0,0.4
1100000011111110,1.0,10.0,0.55
0011001110111111,1.0,7.0,0.275
1110101011111011,1.0,8.0,0.375
0111010100010000,1.0,11.0,0.3625
0000001000001010,1.0,7.0,0.5
0000101010001110,1.0,11.0,0.325
1010111100000001,1.0,9.0,0.1375
1000000010000000,2.0,6.0,0.65625
1111111100000000,1.0,2.0,0.7375
1100110101000100,1.0,10.0,0.5125
1111101111110011,1.0,7.0,0.3875
0110011100010001,1.0,14.0,0.3625
1011000000000000,1.0,7.0,0.6875
0100110100000101,1.0,11.0,0.35
0010100000000000,1.0,10.0,0.6375
0001111100111111,1.0,7.0,0.4375
0010001000010001,1.0,8.0,0.325
1111010111111111,2.0,4.0,0.68125
1101111111011111,2.0,4.0,0.60625
1111111111111000,1.0,7.0,0.475
1101110111101101,1.0,12.0,0.3875
0010101100100010,1.0,11.0,0.4875
1111101000000000,1.0,5.0,0.55
0111000001010101,1.0,9.0,0.475
1111101011111010,1.0,3.0,0.5
0001110101011111,1.0,11.0,0.375
0000000000000111,1.0,7.0,0.55
0000101000000000,2.0,6.0,0.66875
0000000001000000,3.0,8.0,0.6749999999999999
1101000001010000,1.0,8.0,0.7125
0101110110111111,1.0,12.0,0.4875
0100010101010111,1.0,13.0,0.425
0000010100000000,2.0,6.0,0.6625
1111110110111011,1.0,9.0,0.2625
0001111100110001,1.0,10.0,0.3625
0000000001010000,2.0,6.0,0.54375
0010001100111111,1.0,10.0,0.3875
0100011100001110,1.0,14.0,0.3625
1111101111110010,1.0,11.0,0.525
0111011101110000,1.0,6.0,0.5125
0111001000100010,1.0,7.0,0.525
0101010001010100,2.0,5.0,0.48124999999999996
1101000111011101,1.0,7.0,0.55
1111101111111111,3.0,5.0,0.6625000000000001
1111111111010011,1.0,9.0,0.5625
1111111100111011,1.0,7.0,0.575
1010101111111111,1.0,7.0,0.5125
1100111111001111,1.0,3.0,0.575
0101010101000101,1.0,6.0,0.5
1000000011000100,1.0,8.0,0.5125
0000000011101110,2.0,5.0,0.49375
0101110101001101,1.0,10.0,0.3375
1101110111001100,1.0,5.0,0.5375
1001100000001000,1.0,12.0,0.4
0010001000000000,3.0,6.0,0.7458333333333332
0010001010111111,2.0,10.0,0.3625
0111010111111111,1.0,7.0,0.675
1110110011001100,1.0,6.0,0.475
0001111100001111,1.0,6.0,0.475
1001001110110001,1.0,15.0,0.375
1000000010010000,1.0,11.0,0.5125
0010001100100000,1.0,8.0,0.4625
1010000010000000,1.0,7.0,0.5875
1111111110011111,2.0,10.0,0.45
0000111110101010,1.0,6.0,0.1375
0011011100000101,1.0,6.0,0.2625
1111111111111011,4.0,5.0,0.640625
0011001101101111,1.0,12.0,0.4875
1101000001010001,1.0,12.0,0.3875
0101010100000001,1.0,8.0,0.425
1100111111011111,3.0,7.0,0.55
1011001000001000,1.0,16.0,0.3
0011111111011111,1.0,9.0,0.575
0010011001100100,1.0,14.0,0.4
0000000011011101,1.0,5.0,0.4875
1010110010101100,1.0,6.0,0.4625
0101111101111111,1.0,7.0,0.5625
0000100011000000,1.0,11.0,0.425
1111111110100001,1.0,9.0,0.525
0000000000111100,1.0,8.0,0.55
0001010100010011,1.0,12.0,0.4125
0000110000001000,1.0,7.0,0.7125
1111101100000000,1.0,6.0,0.5875
0000110100000000,1.0,7.0,0.475
1110000011000000,1.0,8.0,0.5
0111010110111111,1.0,12.0,0.525
1111111011111111,2.0,5.0,0.78125
0100110000000001,1.0,15.0,0.3375
1101111111001111,1.0,7.0,0.525
0101110111111111,1.0,7.0,0.625
1111111111101111,4.0,5.0,0.603125
0000000100001011,1.0,8.0,0.4125
1010000010101000,1.0,8.0,0.5
1011001111111011,1.0,11.0,0.375
1110111011111111,1.0,4.0,0.7375
0000001000000000,3.0,8.0,0.65
1110101000101010,1.0,10.0,0.0875
0101111101010111,1.0,7.0,0.55
1101101111011111,1.0,9.0,0.5625
1111011111110011,1.0,7.0,0.5375
1111000101010101,1.0,9.0,0.225
0000101000000010,2.0,7.0,0.625
1010111111011111,1.0,9.0,0.4375
1111000111110101,1.0,7.0,0.55
1100100011101000,1.0,10.0,0.4125
1011000010111011,1.0,6.0,0.425
0011111111111111,1.0,4.0,0.6625
1111111111110101,1.0,4.0,0.525
0001010100000000,1.0,7.0,0.675
0010001000100000,2.0,7.0,0.51875
1110010011100100,1.0,6.0,0.375
0111011111101110,1.0,8.0,0.65
0000010001000100,1.0,7.0,0.475
1010000000100010,2.0,8.0,0.4125
0011010111111111,1.0,8.0,0.6
0011001100110011,4.0,2.0,0.6218750000000001
0111010011111111,1.0,8.0,0.575
1111000011110101,2.0,5.0,0.46875
1100010011001000,1.0,10.0,0.45
0101011000000110,1.0,13.0,0.3875
0100100011111010,1.0,10.0,0.525
1111111101110001,1.0,11.0,0.425
1111111100100011,1.0,7.0,0.4875
1100110100000011,1.0,10.0,0.475
1000100010000000,1.0,7.0,0.5875
0000100000001110,1.0,11.0,0.5
1000010110000000,1.0,8.0,0.4875
1111011111110111,2.0,4.0,0.70625
0000101010001010,1.0,8.0,0.6875
1011111100000000,2.0,6.0,0.4625
1111011111101100,1.0,12.0,0.3875
1111110001110100,1.0,7.0,0.375
1010110010101111,1.0,7.0,0.3375
1000000010111111,1.0,10.0,0.35
0000110000001100,1.0,4.0,0.6
0000100001011011,1.0,13.0,0.3875
1100111100001011,1.0,9.0,0.425
0010100010001000,1.0,12.0,0.5375
1110111111101111,3.0,4.0,0.5791666666666666
0010111100101110,1.0,9.0,0.55
1001111111111111,1.0,10.0,0.475
0001010011111111,1.0,10.0,0.275
1111110011011100,1.0,7.0,0.5625
0011001100100111,1.0,10.0,0.5625
0011111111110000,1.0,7.0,0.3
1111101111111000,2.0,8.0,0.2375
1101111111111111,2.0,5.0,0.75625
1111001111111111,1.0,4.0,0.525
0011000111111101,1.0,7.0,0.45
1111001101110011,1.0,7.0,0.55
1101000000000001,1.0,12.0,0.55
0011111100000000,1.0,5.0,0.65
0000000000101000,2.0,10.0,0.64375
1001011111000100,1.0,16.0,0.35
0011111100001100,1.0,6.0,0.625
0000011001000111,1.0,13.0,0.4625
0100000001101111,1.0,11.0,0.1375
0000000011110011,1.0,5.0,0.575
1100111011111111,1.0,7.0,0.575
1111111111110000,1.0,3.0,0.65
0000000000000001,3.0,8.0,0.525
1010101110011011,1.0,12.0,0.325
0101010111111111,3.0,3.0,0.6750000000000002
0001000000000000,5.0,8.0,0.6875000000000001
1000101000000101,1.0,12.0,0.4625
1000000010100000,1.0,7.0,0.55
0100111100000010,1.0,12.0,0.45
0011000000100000,1.0,7.0,0.5
0000010101000101,1.0,8.0,0.6375
1111111110100011,1.0,8.0,0.4
0011111100010001,2.0,9.0,0.35
0011101111111111,1.0,7.0,0.6125
1100110111101111,2.0,8.0,0.34375
1101110001010100,1.0,9.0,0.5125
0000000001000100,2.0,6.0,0.575
1011001111111111,1.0,7.0,0.3875
0011001100010001,1.0,5.0,0.75
0101000001010101,2.0,5.0,0.46875
1111100000000000,1.0,8.0,0.5875
1011101110011111,1.0,12.0,0.375
1010111110101111,1.0,3.0,0.7125
1100110001001101,1.0,13.0,0.45
0000111100100000,1.0,8.0,0.425
0100101001111000,1.0,15.0,0.2125
1111100111111111,1.0,10.0,0.625
0000000011100100,1.0,8.0,0.4875
1011101111111111,1.0,4.0,0.55
1110000111110101,1.0,12.0,0.3375
1000010011000100,1.0,9.0,0.3125
1111111011111100,1.0,7.0,0.4125
0010101010111010,1.0,13.0,0.2625
1111111001111100,1.0,12.0,0.3
0011000000110000,1.0,4.0,0.775
0101000100000000,1.0,7.0,0.5625
0010010000000100,1.0,9.0,0.5125
0111111100000000,1.0,6.0,0.475
0000101011111111,1.0,5.0,0.65
1011111100000111,1.0,11.0,0.4875
0111011101010101,1.0,5.0,0.4375
0010111101111111,1.0,8.0,0.5875
0011010100110111,1.0,9.0,0.3375
1111101111111010,1.0,7.0,0.2375
1110111111011001,1.0,14.0,0.3375
1110000000000000,1.0,7.0,0.7125
0011001010101010,1.0,9.0,0.4625
0000000001010001,1.0,7.0,0.425
0011010100100111,1.0,11.0,0.35
0000010010001100,1.0,8.0,0.6125
1101010101010101,1.0,6.0,0.55
1110111111111110,1.0,10.0,0.55
1011101000100000,1.0,11.0,0.475
1111011011111111,1.0,10.0,0.4125
1001111111010111,1.0,14.0,0.3375
1010000011011111,1.0,11.0,0.5375
1010101110001001,1.0,10.0,0.125
0111111101010101,1.0,7.0,0.6125
0100010101100010,1.0,12.0,0.2625
1100110010111110,1.0,12.0,0.175
1011101001001110,1.0,14.0,0.3625
0101010100000011,1.0,7.0,0.4
0000010001010100,1.0,8.0,0.4375
1000001101010001,1.0,14.0,0.325
0001101100011111,1.0,9.0,0.475
0010000100000000,1.0,10.0,0.5
0011000011111111,1.0,5.0,0.5875
0010001011111111,1.0,5.0,0.525
0100010011000100,1.0,8.0,0.45
0001001100010111,1.0,10.0,0.5875
0000000001000010,1.0,10.0,0.475
0000101101001001,1.0,17.0,0.1875
0000001101000011,1.0,8.0,0.575
1111111110101110,1.0,7.0,0.5125
1001010010001000,1.0,17.0,0.425
0000010011000000,1.0,11.0,0.65
0000110000000100,1.0,7.0,0.5125
1111001111010000,1.0,9.0,0.35
0000111100000101,2.0,5.0,0.5625
1111111001111111,1.0,10.0,0.3
1101111110001111,1.0,8.0,0.525
1111011101111111,1.0,10.0,0.625
0100111111101111,1.0,8.0,0.5625
1101110100000000,1.0,5.0,0.5625
0010001000100010,1.0,4.0,0.6875
1011110000110000,1.0,10.0,0.5375
0100010111101101,1.0,11.0,0.425
1010111111101110,1.0,8.0,0.4125
0101000001010000,1.0,4.0,0.5375
1101111100100010,1.0,11.0,0.4375
1111000111111111,1.0,7.0,0.7
1110100011010000,1.0,15.0,0.275
1000100000000000,2.0,6.0,0.7375
0011111111000000,1.0,10.0,0.4625
1000000000000001,1.0,10.0,0.3875
1111111110001010,1.0,7.0,0.55
1011111111001011,1.0,14.0,0.325
1101000011011100,1.0,9.0,0.575
1101101011001110,1.0,12.0,0.5125
1111111110000010,1.0,10.0,0.35
1010101010111111,1.0,7.0,0.575
0101000101010101,1.0,6.0,0.3875
1101010100010000,1.0,12.0,0.3375
1010101010100010,1.0,6.0,0.5875
1101100011011100,1.0,9.0,0.5125
1011001111110011,1.0,7.0,0.55
1111111111001101,1.0,7.0,0.4625
0000001010100010,1.0,8.0,0.4
1010001000101110,1.0,11.0,0.5125
1111111111011000,1.0,8.0,0.4125
0111000001010000,1.0,8.0,0.4375
1111111100100000,2.0,6.0,0.48124999999999996
0100110000000000,1.0,7.0,0.7
0000000000101010,1.0,7.0,0.625
1100110000000000,3.0,4.0,0.6208333333333332
0101111101010101,1.0,5.0,0.5625
1000100010001010,1.0,8.0,0.4875
1011101011110001,1.0,13.0,0.375
0100000011010100,1.0,18.0,0.375
0100110001110101,1.0,11.0,0.3625
0010001010001000,1.0,8.0,0.6125
0000110010000010,1.0,16.0,0.4625
0011001011111111,1.0,7.0,0.65
1101111111011101,1.0,7.0,0.6125
1001000011010001,1.0,13.0,0.3625
1110111011110101,1.0,8.0,0.45
0100011100000100,1.0,12.0,0.3625
1111000101110000,1.0,13.0,0.4125
0010000101100001,1.0,13.0,0.3875
1111101011101010,1.0,7.0,0.55
0011000110101111,1.0,11.0,0.2125
1010101011111111,1.0,3.0,0.675
1000000000010000,1.0,10.0,0.525
0110000001100000,1.0,8.0,0.5625
0000101000101110,1.0,12.0,0.4375
1101110101111010,1.0,13.0,0.4875
1011110100110011,1.0,12.0,0.525
0101000001110000,1.0,8.0,0.5125
1111110011111011,1.0,9.0,0.475
0000011101111111,1.0,11.0,0.4875
1000100011011000,1.0,7.0,0.6
1010111111111111,1.0,4.0,0.6
0101010101010101,1.0,2.0,0.5875
1111111000100000,1.0,13.0,0.5375
0111001010111111,1.0,13.0,0.075
0000000011111101,1.0,6.0,0.425
1111111111101000,1.0,11.0,0.45
1111010100001111,1.0,7.0,0.4
0000000100010000,1.0,10.0,0.625
0001101100001010,1.0,7.0,0.4625
1111110010000000,1.0,10.0,0.3625
0011000000001101,1.0,13.0,0.3625
0101110000000000,1.0,8.0,0.325
0000110000000000,1.0,6.0,0.6125
0111010000100000,1.0,9.0,0.3
0101000110111111,1.0,12.0,0.225
1111000011110100,2.0,6.0,0.36875
1111100011111000,1.0,5.0,0.3375
0001001000000000,1.0,10.0,0.55
0001000100111111,1.0,9.0,0.3
1111111101011111,1.0,4.0,0.675
0011010001000000,1.0,16.0,0.45
1000001011000000,1.0,12.0,0.3125
1011101110101000,1.0,9.0,0.4875
0000000000011001,1.0,11.0,0.5125
0000000000110000,1.0,6.0,0.5125
1101000000000000,1.0,7.0,0.6375
0000100010001100,1.0,11.0,0.2375
0001010000010101,1.0,9.0,0.4375
1111111111001111,1.0,4.0,0.6625
1010101000000000,1.0,4.0,0.6375
1111000011111111,2.0,3.0,0.4875
1111111110101000,1.0,7.0,0.5625
1111011101000100,1.0,9.0,0.475
1111111100110101,1.0,8.0,0.4625
0000110001010010,1.0,13.0,0.5
0100110101001111,1.0,10.0,0.475
1111110011011101,1.0,8.0,0.475
0011000100000101,1.0,9.0,0.4375
1000111110111111,1.0,8.0,0.6
1110010111101111,1.0,8.0,0.6125
0000000011010101,1.0,8.0,0.525
1011101011111110,1.0,8.0,0.6125
1111011101001111,1.0,12.0,0.475
0001000111110001,1.0,6.0,0.4875
0001000000000001,1.0,10.0,0.5125
1010101011111010,1.0,5.0,0.3875
1010001111111011,1.0,12.0,0.55
1011010111111111,1.0,9.0,0.475
1111111101010101,1.0,3.0,0.75
0011000111111111,1.0,7.0,0.5
1111000000000000,1.0,4.0,0.6125
0101000000010011,1.0,9.0,0.4375
0011001110111011,1.0,5.0,0.65
0000000000001100,2.0,6.0,0.59375
1010111110101011,1.0,7.0,0.4625
0011000100000111,1.0,13.0,0.3375
0100010011010100,1.0,11.0,0.4625
0100010001011101,1.0,10.0,0.4375
0010001000111111,1.0,9.0,0.4625
0000000000001000,1.0,8.0,0.7
1111000111110111,1.0,11.0,0.35
1011111111111110,1.0,10.0,0.4125
0100100000001000,1.0,11.0,0.4875
1010101010100000,1.0,5.0,0.325
0000000011101100,1.0,8.0,0.3875
0011001110001101,1.0,11.0,0.475
1110000011100000,1.0,5.0,0.6125
0111011101010111,1.0,7.0,0.475
0011000100000000,1.0,7.0,0.6375
1010111100001000,1.0,10.0,0.4125
0011001110110011,1.0,6.0,0.6125
1010100010101101,1.0,10.0,0.3
0000111111001111,1.0,5.0,0.575
0101011101110111,1.0,7.0,0.575
1011100101110001,1.0,14.0,0.2125
1110110000000100,1.0,12.0,0.3125
1100000011100000,1.0,8.0,0.6375
0000000011100010,1.0,8.0,0.4375
0000010000000101,1.0,7.0,0.4875
1110111101110111,1.0,9.0,0.525
0100000101010001,1.0,9.0,0.4375
0010000000000101,1.0,9.0,0.4625
0000111111111111,1.0,3.0,0.675
1111111111011111,2.0,5.0,0.5625
1100101011011100,1.0,14.0,0.1375
0000100001000100,1.0,11.0,0.4875
0011000000010000,1.0,7.0,0.5625
0111101111111011,1.0,9.0,0.5
1111101000111010,1.0,7.0,0.4375
0111111110101111,1.0,9.0,0.6125
1100111101001111,1.0,7.0,0.5625
0000001111001101,1.0,10.0,0.4375
0100000001110011,1.0,7.0,0.4875
1111101111111110,1.0,10.0,0.55
1100010111000101,1.0,6.0,0.5
0001000000011000,1.0,9.0,0.4125
1000011011110010,1.0,16.0,0.35
1110011111101110,1.0,13.0,0.2125
0111000100010011,1.0,15.0,0.275
0011001100000011,1.0,5.0,0.475
1110111111101110,1.0,7.0,0.675
0100000000000001,1.0,10.0,0.325
0001001100100111,1.0,14.0,0.25
0000000001110000,1.0,7.0,0.475
0111000000111010,1.0,11.0,0.5625
0110111100001101,1.0,14.0,0.3375
0000011100001101,1.0,10.0,0.525
1000110000010001,1.0,13.0,0.2625
1111000011110010,1.0,6.0,0.4875
0100011001000101,1.0,13.0,0.325
0000100000101000,1.0,11.0,0.5125
0001000100010001,1.0,4.0,0.4375
0000101100000000,1.0,7.0,0.6375
0000110011001111,1.0,9.0,0.35
1100000001010100,1.0,12.0,0.375
0100010101000100,1.0,8.0,0.6375
0101111101110111,1.0,8.0,0.4125
1101011111110100,1.0,13.0,0.3
1101010100000000,1.0,8.0,0.4625
1111111111011101,1.0,4.0,0.6
0011001100010011,1.0,6.0,0.25
1111101011110000,1.0,5.0,0.6375
1101110011111000,1.0,11.0,0.175
0000001100000111,1.0,8.0,0.575
0010000011111111,1.0,6.0,0.55
1111111111001100,1.0,3.0,0.65
0000011111101100,1.0,15.0,0.2875
1100010111110001,1.0,11.0,0.3125
1110111110101111,1.0,7.0,0.5125
1100000011000100,1.0,8.0,0.55
0000010110101101,1.0,10.0,0.45
